"country_iso_alpha3","country","subregion","marine_inland_char","species_main","func_grp","average_catch","species_valid","species","calcium","calcium_l95","calcium_u95","iron","iron_l95","iron_u95","omega3","omega3_l95","omega3_u95","protein","protein_l95","protein_u95","selenium","selenium_l95","selenium_u95","vitamin_a","vitamin_a_l95","vitamin_a_u95","zinc","zinc_l95","zinc_u95","calcium_country_avg","iron_country_avg","protein_country_avg","omega3_country_avg","selenium_country_avg","zinc_country_avg","vitamin_a_country_avg","calcium_subregion_avg","iron_subregion_avg","protein_subregion_avg","omega3_subregion_avg","selenium_subregion_avg","zinc_subregion_avg","vitamin_a_subregion_avg"
"ARG","Argentina","South America","Marine","Acanthistius brasilianus","Miscellaneous coastal fishes",1243.97,"Acanthistius brasilianus","Acanthistius brasilianus",41.4907585340831,15.4406661205969,85.6359250602575,0.643667719975945,0.347022764748691,1.23828299416725,0.38007117685274,0.222885370393681,0.651486052478793,17.0802327988738,14.6444804871631,20.115500613071,27.321326889511,14.3946282433215,51.4963249753764,20.52925035023,7.08289965801509,69.3016406558912,0.812256826760701,0.565112577733373,1.2115503567013,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Artemesia longinaris","Shrimps, prawns",76.6,"Artemesia longinaris","Artemesia longinaris",64.8887797916667,65.259483427416,100.429633413149,1.42455555555556,1.85611847938973,2.83884007130353,0.16,0.210270444458123,0.335285111097432,19.3863839285714,14.3282473707614,16.5099908358277,37.6089898989899,39.4118343140794,46.2868662964212,10.3876033057851,21.1066711615823,32.9067911538801,1.48971717171717,2.37459644527881,3.58080910842927,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Atlantoraja castelnaui","Sharks, rays, chimaeras",6.8,"Atlantoraja castelnaui","Atlantoraja castelnaui",22.4341124831791, , ,0.688264885472213, , ,0.342383172381356, , ,18.8265754784642, , ,29.3552371447881, , ,9.25795979805192, , ,0.536482920400705, , ,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Atlantoraja cyclophora","Sharks, rays, chimaeras",56,"Atlantoraja cyclophora","Atlantoraja cyclophora",22.4341124831791, , ,0.688264885472213, , ,0.342383172381356, , ,18.8265754784642, , ,29.3552371447881, , ,9.25795979805192, , ,0.536482920400705, , ,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Bassanago albescens","Miscellaneous demersal fishes",1.4,"Bassanago albescens","Bassanago albescens",17.4214382818441,10.2171942518737,36.2044071664087,0.366216970624315,0.193527255098696,0.687936141573638,0.342479708988675,0.143982092803646,0.925072422579875,17.5108236140515,13.8433175943177,20.3075628807515,30.1990525305952,12.9621671766967,69.5306432959609,6.72540418531399,1.30284713694061,33.7896877295521,0.306880737008773,0.207667599636398,0.453836423404218,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Bathyraja brachyurops","Sharks, rays, chimaeras",21.8,"Bathyraja brachyurops","Bathyraja brachyurops",6.32215086505686,0.978524752303843,112.387048080973,0.274300394945082,0.0263429356388934,3.18576856556267,0.699527528263319,0.266934521374536,1.84334458449899,14.7353017294076,13.2056176484089,16.545387237419,11.4450671930497,2.34162592059972,55.9939096568903,12.8777915793336,1.00240015900589,162.023481313934,0.352273281867596,0.0244953520725547,3.88961841777933,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Brevoortia aurea","Herrings, sardines, anchovies",153.1,"Brevoortia aurea","Brevoortia aurea",111.998863207198,62.6353983833451,191.838987567642,1.62137789266788,0.888557961012922,2.73513153577727,0.536149036941474,0.325908334499005,0.891501020716216,19.4876965773682,18.308209771749,20.6141129011897,20.9774221926468,11.4723929991367,41.559497056163,10.7795561633206,3.46466012282571,29.4858599408411,0.996233140965911,0.692258619814585,1.4402232761306,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Callorhinchus callorynchus","Sharks, rays, chimaeras",1362.43,"Callorhinchus callorynchus","Callorhinchus callorynchus",36.3632331591702,9.40053345601098,104.567610431687,0.897995997888512,0.331041753841932,3.77626548082257,0.238092610676862,0.102656347573977,0.526182754521558,14.0466392190877,11.0682134311957,18.4559876272712,28.6290877597764,5.77059966245201,75.5888576960357,7.59811617329803,2.61879796753965,20.8600374715805,0.616748101247177,0.319726964867161,1.17776699321912,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Carcharhinus brachyurus","Sharks, rays, chimaeras",1.2,"Carcharhinus brachyurus","Carcharhinus brachyurus",2.54209039273458,0.468338626484495,14.4023756540504,0.300152556046432,0.0729103321130151,0.911910849647027,0.17158981261542,0.0602477516460029,0.437867183031261,22.9980239078241,19.9761597314656,25.2278740000999,19.3835062647467,5.60802608295326,61.1588295919542,30.2965405683635,7.89806049966585,119.683190211562,0.413289439255293,0.194744931504768,0.82896828806826,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
"ARG","Argentina","South America","Marine","Champsocephalus gunnari","Miscellaneous demersal fishes",0.2,"Champsocephalus gunnari","Champsocephalus gunnari",20.4568416935212,11.0890579050714,44.8245606358541,0.388179843657308,0.164592469946132,0.800556682731236,0.222039021589508,0.106611017285395,0.472734003640476,16.8887259918024,14.7812378792885,18.855346280358,25.8611588245813,9.20349454288296,64.1125103311947,13.7501572755747,2.80893664562587,70.5445396465855,0.408788802518558,0.265432282595406,0.626050553154068,40.2801072903123,1.08084700125942,17.3498778414189,0.242473760929064,37.7392475304147,1.31999837036006,14.8755126634577,183.651698215792,1.61094017171803,18.481543912008,0.614336853943527,25.2623803348375,1.24923502449266,12.7323206174332
